,0,1,2,3,4,5,6,7,8,9
0,0.7834551666666667,0.884531888888889,0.6543776111111111,0.6073347037037037,0.7042889629629631,0.7062467962962963,0.7528386111111111,0.8330397777777779,0.824126037037037,0.849922037037037
1,0.7613769074074074,0.8685822777777776,0.6105483518518519,0.6246185740740741,0.6546868888888889,0.6799707592592593,0.7394301666666667,0.8196754259259258,0.8181405,0.8445606666666666
2,0.7110429444444445,0.7059724444444444,0.6105078148148149,0.5382847407407407,0.6586437592592592,0.6554073518518518,0.64908,0.7337886666666668,0.7641806481481481,0.7769847592592591
3,0.7333427592592593,0.8095962777777778,0.5970987962962964,0.4814237407407407,0.5525194814814814,0.6053823148148149,0.6506662962962962,0.6974656111111112,0.7700163703703704,0.8248012222222222
4,0.7365425370370371,0.7905687407407408,0.6494570000000001,0.5901932222222223,0.6892909814814816,0.6937127777777778,0.7218619814814815,0.7903368703703704,0.8068917777777779,0.808980425925926
5,0.784801314814815,0.8484986481481481,0.6308414074074075,0.5833667037037037,0.7056427037037037,0.6971659259259259,0.736700888888889,0.8150944814814816,0.8293339074074074,0.8431792222222222
6,0.7739985555555555,0.8685181296296296,0.6484665000000001,0.6176993333333334,0.6925525,0.7072009259259259,0.7283551666666668,0.8226330555555555,0.8175242962962962,0.836361925925926
7,0.7572424629629629,0.7111017962962963,0.6133575740740741,0.49472538888888895,0.6489230185185185,0.6404492777777778,0.677048537037037,0.691648537037037,0.7927065185185184,0.7810286111111111
8,0.785485962962963,0.8584813333333332,0.653139,0.6019918703703704,0.7078437037037038,0.7078345370370371,0.7365970555555555,0.7994997962962961,0.8266177222222222,0.8314296851851851
9,0.7376934629629629,0.7986718888888888,0.641159925925926,0.5812810555555555,0.6973302407407407,0.6775032407407408,0.7697435185185185,0.7776520740740741,0.8088233703703703,0.7875187592592593
10,0.7842110185185186,0.8666211481481482,0.6134748888888889,0.5967464074074075,0.665879462962963,0.734550425925926,0.7096124814814816,0.8199268888888889,0.8250636111111112,0.8473752592592593
11,0.7302467222222222,0.8083231851851854,0.6419691481481482,0.5128295185185184,0.6808793703703704,0.6712706666666666,0.6968639074074074,0.7654584074074074,0.7731815555555555,0.8336294814814815
